"","Student ID","Score","Subject","Grade","School","Gender","Ethnicity","Lunch Status","Teacher"
"136","219498292",2,"Biology","11th Grade","NDHS","F","Black","FDC",NA
"137","219498292",2,"Biology","11th Grade","NDHS","F","Black","FDC",NA
"138","219498292",2,"Biology","11th Grade","NDHS","F","Black","FDC",NA
"139","203871470",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"140","203871470",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"141","203871470",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"142","204148613",2,"Biology","11th Grade","NDHS","M","Black","P",NA
"143","204148613",2,"Biology","11th Grade","NDHS","M","Black","P",NA
"144","204148613",2,"Biology","11th Grade","NDHS","M","Black","P",NA
"145","209778539",3,"Biology","11th Grade","NDHS","F","Black","P",NA
"146","209778539",3,"Biology","11th Grade","NDHS","F","Black","P",NA
"147","209778539",3,"Biology","11th Grade","NDHS","F","Black","P",NA
"148","219498318",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"149","219498318",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"150","219498318",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"151","205214851",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"152","205214851",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"153","205214851",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"154","274858554",2,"Biology","11th Grade","NDHS","F","Black","F",NA
"155","274858554",2,"Biology","11th Grade","NDHS","F","Black","F",NA
"156","274858554",2,"Biology","11th Grade","NDHS","F","Black","F",NA
"157","204737043",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"158","204737043",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"159","204737043",2,"Biology","11th Grade","NDHS","M","Black","F",NA
"160","204453609",3,"Biology","11th Grade","NDHS","M","Black","FDC",NA
"161","204453609",3,"Biology","11th Grade","NDHS","M","Black","FDC",NA
"162","204453609",3,"Biology","11th Grade","NDHS","M","Black","FDC",NA
"163","205192396",3,"Biology","11th Grade","NDHS","M","Black","F",NA
"164","205192396",3,"Biology","11th Grade","NDHS","M","Black","F",NA
"165","205192396",3,"Biology","11th Grade","NDHS","M","Black","F",NA
"166","204303044",2,"Biology","11th Grade","NDHS","M","Hispanic","FDC",NA
"167","204303044",2,"Biology","11th Grade","NDHS","M","Hispanic","FDC",NA
"168","204303044",2,"Biology","11th Grade","NDHS","M","Hispanic","FDC",NA
"169","207323221",3,"Biology","11th Grade","NDHS","F","Hispanic","FDC",NA
"170","207323221",3,"Biology","11th Grade","NDHS","F","Hispanic","FDC",NA
"171","207323221",3,"Biology","11th Grade","NDHS","F","Hispanic","FDC",NA
"172","203252622",2,"Biology","11th Grade","NDHS","F","Hispanic","R",NA
"173","203252622",2,"Biology","11th Grade","NDHS","F","Hispanic","R",NA
"174","203252622",2,"Biology","11th Grade","NDHS","F","Hispanic","R",NA
"175","206025421",3,"Biology","11th Grade","NDHS","F","Hispanic","F",NA
"176","206025421",3,"Biology","11th Grade","NDHS","F","Hispanic","F",NA
"177","206025421",3,"Biology","11th Grade","NDHS","F","Hispanic","F",NA
"178","201827722",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"179","201827722",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"180","201827722",3,"Biology","11th Grade","NDHS","F","Black","F",NA
"181","205192131",2,"Biology","11th Grade","NDHS","M","Black","R",NA
"182","205192131",2,"Biology","11th Grade","NDHS","M","Black","R",NA
"183","205192131",2,"Biology","11th Grade","NDHS","M","Black","R",NA
"184","401000104",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"185","401000104",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"186","303000110",1,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"187","303000110",1,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"188","301001044",1,"Calc AB","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"189","301001044",1,"Calc AB","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"190","301001130",2,"Calc AB","12th Grade","UDC-HS","M","Hispanic","P",NA
"191","301001130",2,"Calc AB","12th Grade","UDC-HS","M","Hispanic","P",NA
"192","303000119",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"193","303000119",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"194","301001329",3,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"195","301001329",3,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"196","301001006",4,"Calc AB","12th Grade","UDC-HS","M","Black","P",NA
"197","301001006",4,"Calc AB","12th Grade","UDC-HS","M","Black","P",NA
"198","302001072",3,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"199","302001072",3,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"200","301200010",1,"Calc AB","12th Grade","UDC-HS","M","Hispanic","F",NA
"201","301200010",1,"Calc AB","12th Grade","UDC-HS","M","Hispanic","F",NA
"202","301001091",1,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"203","301001091",1,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"204","301001092",1,"Calc AB","12th Grade","UDC-HS","M","Black","F",NA
"205","301001092",1,"Calc AB","12th Grade","UDC-HS","M","Black","F",NA
"206","401000101",3,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"207","401000101",3,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"208","301001093",1,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"209","301001093",1,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"210","303000131",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"211","303000131",1,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"212","142021427",1,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"213","142021427",1,"Calc AB","12th Grade","UDC-HS","F","Black","P",NA
"214","301001053",2,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"215","301001053",2,"Calc AB","12th Grade","UDC-HS","F","Black","F",NA
"216","301001371",4,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"217","301001371",4,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"218","301001162",2,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"219","301001162",2,"Calc AB","12th Grade","UDC-HS","F","Black","R",NA
"220","303000157",1,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"221","303000157",1,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"222","303000108",4,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"223","303000108",4,"Calc AB","12th Grade","UDC-HS","F","Black","FDC",NA
"224","303000163",1,"Calc AB","12th Grade","UDC-HS","M","Black","P",NA
"225","303000163",1,"Calc AB","12th Grade","UDC-HS","M","Black","P",NA
"226","270307333",4,"Calc AB","12th Grade","NDHS","M","Hispanic","F",NA
"227","270307333",4,"Calc AB","12th Grade","NDHS","M","Hispanic","F",NA
"228","274999861",5,"Calc AB","12th Grade","NDHS","F","Black","R",NA
"229","274999861",5,"Calc AB","12th Grade","NDHS","F","Black","R",NA
"230","275078996",5,"Calc AB","12th Grade","NDHS","M","Black","F",NA
"231","275078996",5,"Calc AB","12th Grade","NDHS","M","Black","F",NA
"232","203394838",5,"Calc AB","12th Grade","NDHS","F","Black","R",NA
"233","203394838",5,"Calc AB","12th Grade","NDHS","F","Black","R",NA
"234","200318384",4,"Calc AB","12th Grade","NDHS","F","Black","P",NA
"235","200318384",4,"Calc AB","12th Grade","NDHS","F","Black","P",NA
"236","203305891",4,"Calc AB","12th Grade","NDHS","F","Black","F",NA
"237","203305891",4,"Calc AB","12th Grade","NDHS","F","Black","F",NA
"238","200052033",5,"Calc AB","12th Grade","NDHS","M","Black","F",NA
"239","200052033",5,"Calc AB","12th Grade","NDHS","M","Black","F",NA
"240","204909022",5,"Calc AB","12th Grade","NDHS","M","Black","R",NA
"241","204909022",5,"Calc AB","12th Grade","NDHS","M","Black","R",NA
"242","209471101",3,"Calc AB","12th Grade","NDHS","M","Hispanic","R",NA
"243","209471101",3,"Calc AB","12th Grade","NDHS","M","Hispanic","R",NA
"244","217156264",4,"Calc AB","12th Grade","NDHS","F","Black","FDC",NA
"245","217156264",4,"Calc AB","12th Grade","NDHS","F","Black","FDC",NA
"246","202996872",3,"Calc AB","12th Grade","NDHS","M","Black","R",NA
"247","202996872",3,"Calc AB","12th Grade","NDHS","M","Black","R",NA
"248","205727332",1,"Calc AB","12th Grade","NDHS","F","Black","FDC",NA
"249","205727332",1,"Calc AB","12th Grade","NDHS","F","Black","FDC",NA
"250","303000105",5,"Calc BC","12th Grade","UDC-HS","F","Black","P",NA
"251","301001086",5,"Calc BC","12th Grade","UDC-HS","F","Black","FDC",NA
"252","303000116",2,"Calc BC","12th Grade","UDC-HS","F","Black","P",NA
"253","303000117",1,"Calc BC","12th Grade","UDC-HS","F","Black","P",NA
"254","303000023",5,"Calc BC","12th Grade","UDC-HS","F","Hispanic","F",NA
"255","303000132",3,"Calc BC","12th Grade","UDC-HS","M","Hispanic","F",NA
"256","303000133",3,"Calc BC","12th Grade","UDC-HS","M","Black","FDC",NA
"257","401000071",3,"Calc BC","12th Grade","UDC-HS","M","Asian","P",NA
"258","301001058",2,"Calc BC","12th Grade","UDC-HS","M","Black","P",NA
"259","301001368",4,"Calc BC","12th Grade","UDC-HS","F","Black","P",NA
"260","301001142",3,"Calc BC","12th Grade","UDC-HS","F","Black","R",NA
"261","301001066",1,"Calc BC","12th Grade","UDC-HS","F","Black","P",NA
"262","301001067",5,"Calc BC","12th Grade","UDC-HS","M","Black","F",NA
"263","301001068",5,"Calc BC","12th Grade","UDC-HS","M","Black","F",NA
"264","303000145",3,"Calc BC","12th Grade","UDC-HS","M","Black","R",NA
"265","301001108",4,"Calc BC","12th Grade","UDC-HS","M","Black","F",NA
"266","401000072",1,"Calc BC","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"267","301001076",1,"Calc BC","12th Grade","UDC-HS","M","Black","FDC",NA
"268","303000151",2,"Calc BC","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"269","301001309",3,"Calc BC","12th Grade","UDC-HS","F","Black","FDC",NA
"270","303000156",3,"Calc BC","12th Grade","UDC-HS","F","Black","R",NA
"271","303000165",3,"Calc BC","12th Grade","UDC-HS","F","Black","R",NA
"272","301200011",3,"Calc BC","12th Grade","UDC-HS","F","Black","FDC",NA
"273","306001101",3,"Calc BC","12th Grade","UDC-HS","F","Black","F",NA
"274","401000007",3,"Chemistry","11th Grade","UDC-HS","F","Black","F",NA
"275","700000005",3,"Chemistry","11th Grade","UDC-HS","F","Hispanic","F",NA
"276","401000012",2,"Chemistry","11th Grade","UDC-HS","F","Black","F",NA
"277","401000102",1,"Chemistry","11th Grade","UDC-HS","F","Black","R",NA
"278","301001369",2,"Chemistry","11th Grade","UDC-HS","F","Black","P",NA
"279","401000031",2,"Chemistry","11th Grade","UDC-HS","F","Black","FDC",NA
"280","306001287",1,"Chemistry","11th Grade","UDC-HS","F","Hispanic","R",NA
"281","401000034",3,"Chemistry","11th Grade","UDC-HS","F","Black","P",NA
"282","401000039",2,"Chemistry","11th Grade","UDC-HS","F","Black","F",NA
"283","301001154",3,"Chemistry","11th Grade","UDC-HS","F","Black","R",NA
"284","401000041",3,"Chemistry","11th Grade","UDC-HS","F","Hispanic","P",NA
"285","401000042",2,"Chemistry","11th Grade","UDC-HS","F","Black","P",NA
"286","401000045",2,"Chemistry","11th Grade","UDC-HS","F","Black","F",NA
"287","700000041",3,"Chemistry","11th Grade","UDC-HS","F","Black","F",NA
"288","401000049",3,"Chemistry","11th Grade","UDC-HS","M","Black","R",NA
"289","301001138",2,"Chemistry","11th Grade","UDC-HS","F","Hispanic","FDC",NA
"290","301001350",1,"Chemistry","11th Grade","UDC-HS","F","Black","R",NA
"291","401000050",2,"Chemistry","11th Grade","UDC-HS","F","Hispanic","FDC",NA
"292","700000058",2,"Chemistry","11th Grade","UDC-HS","M","Black","F",NA
"293","303000105",4,"Computer Science A","12th Grade","UDC-HS","F","Black","P",NA
"294","301001086",4,"Computer Science A","12th Grade","UDC-HS","F","Black","FDC",NA
"295","303000023",5,"Computer Science A","12th Grade","UDC-HS","F","Hispanic","F",NA
"296","401000101",3,"Computer Science A","12th Grade","UDC-HS","F","Black","F",NA
"297","303000132",3,"Computer Science A","12th Grade","UDC-HS","M","Hispanic","F",NA
"298","401000071",4,"Computer Science A","12th Grade","UDC-HS","M","Asian","P",NA
"299","301001058",4,"Computer Science A","12th Grade","UDC-HS","M","Black","P",NA
"300","301001368",4,"Computer Science A","12th Grade","UDC-HS","F","Black","P",NA
"301","301001142",3,"Computer Science A","12th Grade","UDC-HS","F","Black","R",NA
"302","301001067",4,"Computer Science A","12th Grade","UDC-HS","M","Black","F",NA
"303","301001068",5,"Computer Science A","12th Grade","UDC-HS","M","Black","F",NA
"304","303000145",4,"Computer Science A","12th Grade","UDC-HS","M","Black","R",NA
"305","303000151",4,"Computer Science A","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"306","306001101",4,"Computer Science A","12th Grade","UDC-HS","F","Black","F",NA
"307","303000023",5,"English Lang and Composition","12th Grade","UDC-HS","F","Hispanic","F",NA
"308","204010599",2,"English Lang and Composition","12th Grade","NDHS","F","Hispanic","P",NA
"309","270485832",3,"English Lang and Composition","12th Grade","NDHS","F","Black","P",NA
"310","270081946",2,"English Lang and Composition","12th Grade","NDHS","M","Hispanic","FDC",NA
"311","275078996",4,"English Lang and Composition","12th Grade","NDHS","M","Black","F",NA
"312","275078293",2,"English Lang and Composition","12th Grade","NDHS","F","Black","F",NA
"313","270039415",2,"English Lang and Composition","12th Grade","NDHS","F","Black","FDC",NA
"314","215509670",2,"English Lang and Composition","12th Grade","NDHS","F","Black","FDC",NA
"315","203089842",4,"English Lang and Composition","12th Grade","NDHS","F","Black","F",NA
"316","274080092",2,"English Lang and Composition","12th Grade","NDHS","F","Black","FDC",NA
"317","201823614",2,"English Lang and Composition","12th Grade","NDHS","F","Black","F",NA
"318","200051324",4,"English Lang and Composition","12th Grade","NDHS","F","Black","F",NA
"319","206026312",2,"English Lang and Composition","12th Grade","NDHS","F","Black","F",NA
"320","203371976",4,"English Lang and Composition","12th Grade","NDHS","F","Black","FDC",NA
"321","303000105",4,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"322","301001086",5,"English Lit and Composition","12th Grade","UDC-HS","F","Black","FDC",NA
"323","303000116",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"324","301001329",4,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"325","302001072",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"326","303000131",2,"English Lit and Composition","12th Grade","UDC-HS","F","Black","R",NA
"327","303000132",3,"English Lit and Composition","12th Grade","UDC-HS","M","Hispanic","F",NA
"328","301001053",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","F",NA
"329","401000071",3,"English Lit and Composition","12th Grade","UDC-HS","M","Asian","P",NA
"330","301001058",3,"English Lit and Composition","12th Grade","UDC-HS","M","Black","P",NA
"331","301001368",2,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"332","301001142",2,"English Lit and Composition","12th Grade","UDC-HS","F","Black","R",NA
"333","301001066",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","P",NA
"334","301001067",4,"English Lit and Composition","12th Grade","UDC-HS","M","Black","F",NA
"335","301001068",5,"English Lit and Composition","12th Grade","UDC-HS","M","Black","F",NA
"336","303000145",3,"English Lit and Composition","12th Grade","UDC-HS","M","Black","R",NA
"337","401000072",3,"English Lit and Composition","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"338","303000151",3,"English Lit and Composition","12th Grade","UDC-HS","F","Hispanic","FDC",NA
"339","301001309",5,"English Lit and Composition","12th Grade","UDC-HS","F","Black","FDC",NA
"340","303000108",2,"English Lit and Composition","12th Grade","UDC-HS","F","Black","FDC",NA
"341","301200011",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","FDC",NA
"342","306001101",3,"English Lit and Composition","12th Grade","UDC-HS","F","Black","F",NA
"343","700000001",5,"English Lit and Composition","11th Grade","UDC-HS","F","Black","P",NA
"344","401000005",4,"English Lit and Composition","11th Grade","UDC-HS","F","Hispanic","FDC",NA
"345","401000007",4,"English Lit and Composition","11th Grade","UDC-HS","F","Black","F",NA
"346","306001104",5,"English Lit and Composition","11th Grade","UDC-HS","F","Black","P",NA
"347","401000012",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","F",NA
"348","401000016",5,"English Lit and Composition","11th Grade","UDC-HS","F","Black","R",NA
"349","401000102",2,"English Lit and Composition","11th Grade","UDC-HS","F","Black","R",NA
"350","401000024",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","R",NA
"351","301001369",2,"English Lit and Composition","11th Grade","UDC-HS","F","Black","P",NA
"352","401000031",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","FDC",NA
"353","401000033",2,"English Lit and Composition","11th Grade","UDC-HS","M","Black","F",NA
"354","401000034",2,"English Lit and Composition","11th Grade","UDC-HS","F","Black","P",NA
"355","401000039",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","F",NA
"356","301001154",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","R",NA
"357","401000041",3,"English Lit and Composition","11th Grade","UDC-HS","F","Hispanic","P",NA
"358","401000043",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","FDC",NA
"359","700000041",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","F",NA
"360","700000043",3,"English Lit and Composition","11th Grade","UDC-HS","F","Black","P",NA
"361","401000049",3,"English Lit and Composition","11th Grade","UDC-HS","M","Black","R",NA
"362","401000060",3,"English Lit and Composition","11th Grade","UDC-HS","F","Hispanic","F",NA
